!Note: First column is hrs from 12:00 UTC 21 Sep 2014; Second column is grain size class (micron); Third column is volumeric concentration (10**-2 ml/l) for each grain size class
     2.059    10.200    0.31860
     2.059    12.100    0.34091
     2.059    14.300    0.42116
     2.059    16.800    0.48288
     2.059    19.900    0.53067
     2.059    23.500    0.52084
     2.059    27.700    0.49552
     2.059    32.700    0.56319
     2.059    38.500    0.62794
     2.059    45.500    0.62635
     2.059    53.700    0.63083
     2.059    63.300    0.63258
     2.059    74.700    0.70577
     2.059    88.200    0.84664
     2.059   104.000    0.95549
     2.059   128.000    0.78173
     2.059   157.000    0.46255
     2.059   186.000    0.27931
     2.059   219.000    0.24001
     2.059   259.000    0.31297
     2.059   293.000    0.43523
     2.059   332.000    0.59730
     2.059   391.000    0.54172
     2.059   462.000    0.10523
     2.142     2.730    0.03514
     2.142     3.220    0.04794
     2.142     3.800    0.07373
     2.142     4.480    0.11841
     2.142     5.290    0.17388
     2.142     6.240    0.21191
     2.142     7.360    0.24010
     2.142     8.690    0.28773
     2.142    10.200    0.30208
     2.142    12.100    0.33833
     2.142    14.300    0.42233
     2.142    16.800    0.48073
     2.142    19.900    0.54701
     2.142    23.500    0.52960
     2.142    27.700    0.50193
     2.142    32.700    0.56597
     2.142    38.500    0.61444
     2.142    45.500    0.61571
     2.142    53.700    0.66828
     2.142    63.300    0.72499
     2.142    74.700    0.85201
     2.142    88.200    0.98366
     2.142   104.000    1.04004
     2.142   128.000    0.83493
     2.142   157.000    0.49413
     2.142   186.000    0.27125
     2.142   219.000    0.20626
     2.142   259.000    0.18063
     2.142   293.000    0.15170
     2.142   332.000    0.17798
     2.142   391.000    0.18499
     2.142   462.000    0.07377
     2.224     2.730    0.03654
     2.224     3.220    0.05059
     2.224     3.800    0.07768
     2.224     4.480    0.12120
     2.224     5.290    0.16674
     2.224     6.240    0.18922
     2.224     7.360    0.21675
     2.224     8.690    0.28945
     2.224    10.200    0.31391
     2.224    12.100    0.31648
     2.224    14.300    0.39060
     2.224    16.800    0.46642
     2.224    19.900    0.50657
     2.224    23.500    0.49636
     2.224    27.700    0.45732
     2.224    32.700    0.48686
     2.224    38.500    0.55799
     2.224    45.500    0.57830
     2.224    53.700    0.62382
     2.224    63.300    0.60518
     2.224    74.700    0.62246
     2.224    88.200    0.66876
     2.224   104.000    0.63404
     2.224   128.000    0.43281
     2.224   157.000    0.19665
     2.224   186.000    0.08528
     2.224   219.000    0.05253
     2.224   259.000    0.04825
     2.224   293.000    0.04247
     2.224   332.000    0.03143
     2.224   391.000    0.01215
     2.224   462.000    0.00000
     2.307     2.730    0.04240
     2.307     3.220    0.05390
     2.307     3.800    0.07596
     2.307     4.480    0.11219
     2.307     5.290    0.15640
     2.307     6.240    0.18627
     2.307     7.360    0.20507
     2.307     8.690    0.24493
     2.307    10.200    0.28433
     2.307    12.100    0.31778
     2.307    14.300    0.36911
     2.307    16.800    0.42498
     2.307    19.900    0.47334
     2.307    23.500    0.46024
     2.307    27.700    0.44081
     2.307    32.700    0.48298
     2.307    38.500    0.52568
     2.307    45.500    0.56734
     2.307    53.700    0.61072
     2.307    63.300    0.63503
     2.307    74.700    0.70447
     2.307    88.200    0.84086
     2.307   104.000    1.02245
     2.307   128.000    1.04507
     2.307   157.000    0.77971
     2.307   186.000    0.48589
     2.307   219.000    0.35467
     2.307   259.000    0.33166
     2.307   293.000    0.37745
     2.307   332.000    0.45721
     2.307   391.000    0.30488
     2.307   462.000    0.04558
     2.389     2.730    0.03108
     2.389     3.220    0.04523
     2.389     3.800    0.07440
     2.389     4.480    0.12436
     2.389     5.290    0.17861
     2.389     6.240    0.19712
     2.389     7.360    0.20887
     2.389     8.690    0.26317
     2.389    10.200    0.28771
     2.389    12.100    0.30800
     2.389    14.300    0.39917
     2.389    16.800    0.47172
     2.389    19.900    0.52073
     2.389    23.500    0.52370
     2.389    27.700    0.51846
     2.389    32.700    0.56231
     2.389    38.500    0.60471
     2.389    45.500    0.63361
     2.389    53.700    0.68168
     2.389    63.300    0.70813
     2.389    74.700    0.73083
     2.389    88.200    0.81210
     2.389   104.000    0.88367
     2.389   128.000    0.83911
     2.389   157.000    0.66562
     2.389   186.000    0.50748
     2.389   219.000    0.52742
     2.389   259.000    0.89942
     2.389   293.000    1.97385
     2.389   332.000    2.81584
     2.389   391.000    1.43833
     2.389   462.000    0.31241
     2.471     2.730    0.04328
     2.471     3.220    0.05716
     2.471     3.800    0.08322
     2.471     4.480    0.12279
     2.471     5.290    0.16311
     2.471     6.240    0.18329
     2.471     7.360    0.20790
     2.471     8.690    0.27468
     2.471    10.200    0.31865
     2.471    12.100    0.35290
     2.471    14.300    0.43803
     2.471    16.800    0.50229
     2.471    19.900    0.55853
     2.471    23.500    0.54771
     2.471    27.700    0.52954
     2.471    32.700    0.58544
     2.471    38.500    0.62530
     2.471    45.500    0.67553
     2.471    53.700    0.70550
     2.471    63.300    0.66819
     2.471    74.700    0.68015
     2.471    88.200    0.69024
     2.471   104.000    0.65381
     2.471   128.000    0.50912
     2.471   157.000    0.32033
     2.471   186.000    0.20259
     2.471   219.000    0.15420
     2.471   259.000    0.12692
     2.471   293.000    0.11995
     2.471   332.000    0.12807
     2.471   391.000    0.09551
     2.471   462.000    0.02605
     2.554     2.730    0.04027
     2.554     3.220    0.05374
     2.554     3.800    0.08110
     2.554     4.480    0.12805
     2.554     5.290    0.18705
     2.554     6.240    0.22084
     2.554     7.360    0.23446
     2.554     8.690    0.27947
     2.554    10.200    0.32718
